tag_id,party_id,log_time
UsG03wc3wA,37a2800c-aef1-4cbf-a157-1b34d7f0e190,17:48
f1r4t0pg5Q,37a2800c-aef1-4cbf-a157-1b34d7f0e190,17:48
9Fv2Ydm7em,37a2800c-aef1-4cbf-a157-1b34d7f0e190,17:48
yglRy23Bmz,37a2800c-aef1-4cbf-a157-1b34d7f0e190,17:48
UAhNpjl6RX,37a2800c-aef1-4cbf-a157-1b34d7f0e190,17:48
BufIrLvg5i,4c3a3cab-ae22-42e5-ac73-05a594e6a653,17:51
3C3qiU3Lvh,4c3a3cab-ae22-42e5-ac73-05a594e6a653,17:51
gG5O9m5GCC,4c3a3cab-ae22-42e5-ac73-05a594e6a653,17:51
acAV4uzJvE,4c3a3cab-ae22-42e5-ac73-05a594e6a653,17:51
fcA1vM3VTi,4c3a3cab-ae22-42e5-ac73-05a594e6a653,17:51
9Q1ttddkRi,daba15e1-a1e8-4082-9603-b815263ead0c,17:53
XW5DGac5sr,daba15e1-a1e8-4082-9603-b815263ead0c,17:53
MvpH6Acssm,daba15e1-a1e8-4082-9603-b815263ead0c,17:53
v5SwHiebre,4f94aa16-a69b-497d-8281-1d97189b2a58,17:54
Y0a8DLn9PK,4f94aa16-a69b-497d-8281-1d97189b2a58,17:54
Jbva6M1RHi,4f94aa16-a69b-497d-8281-1d97189b2a58,17:54
QrKMrW98Ap,49e329bb-3713-435e-9b44-f2e5015380d9,17:45
ly51f8gxoO,49e329bb-3713-435e-9b44-f2e5015380d9,17:45
1UY8hkxec3,49e329bb-3713-435e-9b44-f2e5015380d9,17:45
4NrczWTBv0,49e329bb-3713-435e-9b44-f2e5015380d9,17:45
Mq5ldKLZwI,49e329bb-3713-435e-9b44-f2e5015380d9,17:45
RpPxdJTCVE,62543621-81b6-4857-bf45-1136ec164cc4,17:45
t3W4hUuhmf,62543621-81b6-4857-bf45-1136ec164cc4,17:45
9fUyqsnMKf,62543621-81b6-4857-bf45-1136ec164cc4,17:45
pYw0vTchF3,62543621-81b6-4857-bf45-1136ec164cc4,17:45
l7MRYu2DOr,e8975eeb-3587-426e-b074-ea758cfaf446,17:45
1u1SGxjf7b,e8975eeb-3587-426e-b074-ea758cfaf446,17:45
EqEjA14PVC,e8975eeb-3587-426e-b074-ea758cfaf446,17:45
