tag_id,party_id,log_time
RkbGDAP7Fm,b0646400-d0c4-43f8-996f-cdce2131b173,18:04
qyh1uPFADQ,b0646400-d0c4-43f8-996f-cdce2131b173,18:04
F5TODbHVTv,ab9ab921-14b9-4557-bda1-5fd5be8dfac3,18:08
yCT7ek6063,59b0aa7f-b98d-4199-82ad-928bdd361cce,18:08
LOfNew8Y4B,59b0aa7f-b98d-4199-82ad-928bdd361cce,18:08
bVPZd5G0Fu,c2e48066-3444-4dec-9982-2c0a1a3ae581,18:08
Bk3lo5OCMf,c2e48066-3444-4dec-9982-2c0a1a3ae581,18:08
72hO8vQ4PP,c2e48066-3444-4dec-9982-2c0a1a3ae581,18:08
8icjxFNIYT,c2e48066-3444-4dec-9982-2c0a1a3ae581,18:08
FFXwCM5vWf,c2e48066-3444-4dec-9982-2c0a1a3ae581,18:08
ur4fXBbHpW,c2e48066-3444-4dec-9982-2c0a1a3ae581,18:08
k9OzC9XCRE,6f68e4c7-b574-47d8-ac3f-0047229eabd3,18:09
zF3CUJKQjY,401d37b3-3f96-4ce2-8ca7-e7b64a087fec,18:10
PogDWLIHZL,401d37b3-3f96-4ce2-8ca7-e7b64a087fec,18:10
Ls7SBa0u6y,401d37b3-3f96-4ce2-8ca7-e7b64a087fec,18:10
ANII9HH0Dd,bd0cf46b-52c5-47db-bc74-4ce9edf224da,18:10
d4tgIz38db,bd0cf46b-52c5-47db-bc74-4ce9edf224da,18:10
kzNuZO4rsG,bd0cf46b-52c5-47db-bc74-4ce9edf224da,18:10
pyDia0iulS,1350e59e-b4b4-49c6-846a-08887f8c408d,18:14
w5P6OGmSPf,1350e59e-b4b4-49c6-846a-08887f8c408d,18:14
UPZdEH7oGa,1350e59e-b4b4-49c6-846a-08887f8c408d,18:14
8DAUUTnFc3,32ce77c6-cb9d-4c5a-a3c0-1ef373bb862e,18:14
nEJ3p6OCEb,2fd8048f-46cb-4de3-95b5-ee86d247fc1f,18:15
DUQSY9uGCF,2fd8048f-46cb-4de3-95b5-ee86d247fc1f,18:15
0j1ttgZ6SP,2fd8048f-46cb-4de3-95b5-ee86d247fc1f,18:15
dmH3zC5hgO,2fd8048f-46cb-4de3-95b5-ee86d247fc1f,18:15
wAqK4fNUBv,2fd8048f-46cb-4de3-95b5-ee86d247fc1f,18:15
gyGZslrErf,af12e379-e8c1-4bab-bb74-b737b692d1d1,18:15
yOonINhNYn,af12e379-e8c1-4bab-bb74-b737b692d1d1,18:15
krymHIbYcu,af12e379-e8c1-4bab-bb74-b737b692d1d1,18:15
okoi9UWrnm,e2bf6c66-43f8-4dc3-a4fe-221cb8e103cd,18:17
GOZB4pT6b5,e2bf6c66-43f8-4dc3-a4fe-221cb8e103cd,18:17
nbF0F8UqN5,b227bd53-9c3b-47d5-b17f-378165833ec9,18:18
5Igl2YxwnL,b227bd53-9c3b-47d5-b17f-378165833ec9,18:18
tRwIAhnjzo,c72f5d12-f2f1-428a-b864-bd0e8a7b25ed,18:22
wUHnjQuaCe,c72f5d12-f2f1-428a-b864-bd0e8a7b25ed,18:22
m4lYd9Y5Oq,c72f5d12-f2f1-428a-b864-bd0e8a7b25ed,18:22
qKeZKKK19o,c72f5d12-f2f1-428a-b864-bd0e8a7b25ed,18:22
o88ITimISs,c72f5d12-f2f1-428a-b864-bd0e8a7b25ed,18:22
M915XH7RSZ,ed20873c-47cf-4e22-a196-57baa465441f,18:23
d6CEj6oqnW,ed20873c-47cf-4e22-a196-57baa465441f,18:23
btDxKhXsAo,ed20873c-47cf-4e22-a196-57baa465441f,18:23
vdLSBmUYRs,ed20873c-47cf-4e22-a196-57baa465441f,18:23
unvzhSXEYv,ed20873c-47cf-4e22-a196-57baa465441f,18:23
pVuu6YJfNK,ed20873c-47cf-4e22-a196-57baa465441f,18:23
5MCleXETo4,ed20873c-47cf-4e22-a196-57baa465441f,18:23
1H7aL0NfKV,ed20873c-47cf-4e22-a196-57baa465441f,18:23
5CXXGaAHYU,df42fe11-b0b2-4bde-95d2-0887ed451d83,18:21
wB96NdECfs,df42fe11-b0b2-4bde-95d2-0887ed451d83,18:21
t6SkVYJFO2,c5ca7f14-3e8b-49fb-ae9e-0d98239e55bc,18:27
vmyo0smCEj,c5ca7f14-3e8b-49fb-ae9e-0d98239e55bc,18:27
AM8UgiuV2M,1abe6db4-854c-48df-aaca-b92f0dfa6acf,18:28
5NY2SEdPgp,1abe6db4-854c-48df-aaca-b92f0dfa6acf,18:28
9emqWbScVI,8033d3a2-7ad9-4c79-bda5-084ad03eb8cb,18:29
eH9Yglbax4,8033d3a2-7ad9-4c79-bda5-084ad03eb8cb,18:29
KxmWyeVIJJ,8033d3a2-7ad9-4c79-bda5-084ad03eb8cb,18:29
6b7dfIxYQ4,8033d3a2-7ad9-4c79-bda5-084ad03eb8cb,18:29
9ioHEGv09V,8033d3a2-7ad9-4c79-bda5-084ad03eb8cb,18:29
ElQIER4bnc,5bf73162-ec22-441e-b0e2-89e487b9e1dc,18:29
i8aN7figeB,5bf73162-ec22-441e-b0e2-89e487b9e1dc,18:29
OGbWKKPPhH,73df10eb-5a87-452f-ab7b-d4d8f0fcc3c4,18:32
g8aX4FtCh8,73df10eb-5a87-452f-ab7b-d4d8f0fcc3c4,18:32
NtXj7Rd2Nf,73df10eb-5a87-452f-ab7b-d4d8f0fcc3c4,18:32
kE71lzTm6N,73df10eb-5a87-452f-ab7b-d4d8f0fcc3c4,18:32
